"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US09007","Middlesex County, Connecticut","88637","2533","86921","2629","40907","2971","46014","3273","1716","540","73176","3021","72008","3117","30012","2763","41996","3208","1168","445","5828","1400","5704","1378","2248","765","3456","1110","124","122","730","430","501","365","138","205","363","289","229","199","2024","781","1952","766","1952","766","0","207","72","119","906","504","783","500","584","454","199","215","123","98","5973","1430"
"0500000US12023","Columbia County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13247","Rockdale County, Georgia","40513","2414","39647","2507","16013","2024","23634","2372","866","672","32832","2286","32079","2405","10570","1958","21509","2109","753","589","3641","1371","3641","1371","1948","1065","1693","970","0","226","432","358","432","358","0","226","432","358","0","226","375","339","375","339","375","339","0","226","0","226","554","556","441","424","441","424","0","226","113","291","2679","885"
"0500000US16005","Bannock County, Idaho","37869","1954","37593","2005","33491","2044","4102","1122","276","223","30761","2015","30485","2078","27427","2043","3058","903","276","223","3023","790","3023","790","2484","678","539","368","0","204","637","389","637","389","141","215","496","368","0","204","1051","483","1051","483","1051","483","0","204","0","204","450","374","450","374","441","374","9","15","0","204","1947","661"
"0500000US30029","Flathead County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US35001","Bernalillo County, New Mexico","317593","5124","315567","5253","292653","5659","22914","2867","2026","602","252552","5750","251194","5737","231394","6124","19800","2680","1358","510","32240","3717","32087","3705","29567","3448","2520","833","153","146","5456","1923","5456","1923","4996","1891","460","279","0","201","4629","1101","4453","1111","4381","1109","72","118","176","191","6130","1402","5791","1425","5729","1416","62","104","339","291","16586","2450"
"0500000US37019","Brunswick County, North Carolina","54298","2685","51287","2642","34130","2624","17157","2465","3011","1004","42793","2661","40387","2631","25492","2244","14895","2298","2406","879","5644","1889","5285","1807","3343","1202","1942","1150","359","329","360","307","360","307","360","307","0","210","0","210","118","145","118","145","118","145","0","210","0","210","1365","663","1119","563","799","440","320","307","246","238","4018","1051"
"0500000US37127","Nash County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37193","Wilkes County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39061","Hamilton County, Ohio","408258","5469","377453","6305","323410","6899","54043","3460","30805","3114","320711","6999","295822","7220","247447","6755","48375","3408","24889","2681","36052","3853","31882","3493","26821","3450","5061","1540","4170","1393","12537","2022","11748","1969","11748","1969","0","195","789","484","13157","2162","13042","2173","12742","2208","300","272","115","123","6089","1287","5247","1212","4940","1211","307","228","842","393","19712","2864"
"0500000US42029","Chester County, Pennsylvania","273441","4747","250420","4864","170446","5396","79974","4296","23021","2578","220004","5562","199516","5375","129805","5362","69711","4140","20488","2312","15298","2215","14096","2063","9923","1871","4173","950","1202","611","6779","1408","6224","1335","833","454","5391","1241","555","352","5253","1126","5133","1117","4705","990","428","320","120","120","2582","784","1926","705","1655","673","271","228","656","388","23525","2474"
"0500000US45063","Lexington County, South Carolina","139920","3507","138297","3518","85601","4129","52696","3097","1623","597","119553","3480","117985","3465","68795","3637","49190","3012","1568","596","10098","1488","10043","1486","7211","1374","2832","774","55","63","475","379","475","379","301","331","174","151","0","214","608","442","608","442","526","404","82","100","0","214","2241","952","2241","952","1823","746","418","576","0","214","6945","1308"
"0500000US51041","Chesterfield County, Virginia","173113","4480","171406","4461","83129","4613","88277","4260","1707","641","143714","5046","142608","4977","63145","3903","79463","4359","1106","445","18569","2762","18374","2760","10456","2320","7918","1586","195","243","576","408","446","359","75","130","371","332","130","182","566","359","435","283","395","312","40","68","131","213","1719","735","1574","736","1089","511","485","431","145","157","7969","1224"
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13045","Carroll County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13139","Hall County, Georgia","95356","2824","93556","3362","62750","3527","30806","2639","1800","1231","74244","3170","72951","3418","47017","3228","25934","2217","1293","1038","14576","2261","14069","2325","9984","2396","4085","1342","507","557","357","439","357","439","357","439","0","226","0","226","416","283","416","283","323","266","93","154","0","226","1627","770","1627","770","933","416","694","580","0","226","4136","1142"
"0500000US18085","Kosciusko County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18163","Vanderburgh County, Indiana","85694","3453","83544","3516","70899","3595","12645","1757","2150","697","75041","3538","73030","3626","60914","3493","12116","1780","2011","662","5293","1468","5173","1405","4656","1416","517","281","120","155","1006","548","987","546","987","546","0","198","19","31","1708","612","1708","612","1708","612","0","198","0","198","1054","610","1054","610","1042","610","12","21","0","198","1592","647"
"0500000US34019","Hunterdon County, New Jersey","63242","2083","55971","2713","28269","2428","27702","2404","7271","1536","49718","2775","45081","2938","19527","2200","25554","2513","4637","1080","4714","1186","3643","1086","1737","748","1906","612","1071","886","1918","898","355","287","113","133","242","248","1563","824","1169","696","1169","696","1169","696","0","210","0","210","389","314","389","314","389","314","0","210","0","210","5334","1129"
"0500000US36063","Niagara County, New York","98652","3073","97638","3060","58877","2767","38761","2842","1014","502","83538","3569","82791","3552","46897","2832","35894","2845","747","430","6548","1810","6548","1810","4547","1527","2001","707","0","201","1555","841","1555","841","1116","670","439","472","0","201","2181","633","2112","628","1835","556","277","236","69","114","2058","883","1860","852","1710","830","150","177","198","192","2772","758"
"0500000US36079","Putnam County, New York","49987","2400","43766","2468","15271","2145","28495","2310","6221","1231","38530","2476","33604","2570","11004","1915","22600","2287","4926","1055","3532","1159","2641","897","1107","545","1534","680","891","588","4474","997","4385","980","442","339","3943","913","89","112","727","545","412","361","200","191","212","276","315","365","206","251","206","251","0","201","206","251","0","201","2518","852"
"0500000US37151","Randolph County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US40109","Oklahoma County, Oklahoma","381880","5409","380128","5411","348599","5908","31529","3079","1752","585","311618","6733","310326","6720","285359","6795","24967","2528","1292","456","37578","3889","37395","3874","32105","3299","5290","1772","183","218","2681","851","2648","850","2648","850","0","161","33","56","8680","1960","8521","1941","8059","1876","462","464","159","207","6683","1398","6598","1374","5788","1265","810","472","85","120","14640","1798"
"0500000US48245","Jefferson County, Texas","103415","3734","99239","3756","90946","4080","8293","1804","4176","1129","90706","3639","87641","3644","79967","3997","7674","1753","3065","935","7304","1422","6655","1366","6036","1315","619","376","649","451","728","450","685","451","685","451","0","228","43","72","1151","472","1095","471","1095","471","0","228","56","100","1441","799","1078","640","1078","640","0","228","363","406","2085","837"
"0500000US55073","Marathon County, Wisconsin","70129","1977","69795","2002","60013","2040","9782","1051","334","186","56074","2327","55869","2312","47253","2302","8616","1016","205","124","7256","1557","7208","1552","6098","1516","1110","412","48","78","360","333","360","333","360","333","0","151","0","151","1645","519","1624","520","1605","516","19","24","21","37","1040","525","980","499","943","499","37","36","60","101","3754","820"
"0500000US04017","Navajo County, Arizona","31255","2347","30961","2361","27771","2470","3190","815","294","255","21497","1879","21266","1837","18866","1880","2400","634","231","241","3819","1054","3756","1043","3035","937","721","396","63","73","441","340","441","340","441","340","0","211","0","211","1375","514","1375","514","1375","514","0","211","0","211","1392","715","1392","715","1323","710","69","68","0","211","2731","788"
"0500000US06107","Tulare County, California","176523","5206","176117","5274","148480","5004","27637","4250","406","415","138510","5080","138460","5098","117323","4988","21137","3035","50","85","24098","3667","23742","3633","17607","2852","6135","2642","356","412","1951","674","1951","674","1721","609","230","266","0","211","3120","1193","3120","1193","3050","1176","70","120","0","211","1485","588","1485","588","1420","600","65","78","0","211","7359","1796"
"0500000US08077","Mesa County, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22079","Rapides Parish, Louisiana","53122","3097","51378","3047","45477","2974","5901","1628","1744","815","45309","2719","44271","2706","39381","2628","4890","1472","1038","598","3522","1373","3240","1292","2748","1114","492","473","282","428","705","604","705","604","329","313","376","490","0","217","1294","847","1217","836","1217","836","0","217","77","126","1424","675","1077","573","934","535","143","226","347","343","868","489"
"0500000US26147","St. Clair County, Michigan","72628","2273","72161","2270","45192","2665","26969","2099","467","268","61102","2410","60811","2460","36713","2501","24098","1979","291","209","6667","1175","6624","1174","3880","977","2744","658","43","69","954","815","898","813","866","811","32","54","56","92","956","459","956","459","874","421","82","99","0","172","630","298","553","281","540","281","13","22","77","97","2319","615"
"0500000US36051","Livingston County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36103","Suffolk County, New York","733620","8126","728265","7921","551721","9921","176544","7459","5355","1095","590300","9186","586741","9090","461650","9653","125091","6555","3559","905","51078","4501","50820","4460","38988","3987","11832","1386","258","205","47036","4514","45972","4472","8202","2519","37770","3583","1064","434","8474","1630","8374","1640","7231","1502","1143","591","100","174","7467","1753","7093","1805","6385","1840","708","344","374","223","29265","2651"
"0500000US40027","Cleveland County, Oklahoma","142961","3229","141814","3453","72828","3790","68986","3931","1147","644","120373","3759","119469","3759","55920","3522","63549","3966","904","605","10064","2026","10064","2026","4919","1070","5145","1380","0","161","1382","1259","1382","1259","1382","1259","0","161","0","161","3947","1171","3947","1171","3768","1126","179","195","0","161","1314","469","1071","471","958","459","113","133","243","173","5881","1095"
"0500000US42101","Philadelphia County, Pennsylvania","698686","10731","656773","10986","519832","10771","136941","7015","41913","3915","345850","10497","316587","10103","219856","8462","96731","6068","29263","3259","51155","4127","47604","3997","35655","3710","11949","2218","3551","1008","184312","8091","177818","8317","154691","8123","23127","3276","6494","1445","59423","4540","58357","4469","55642","4237","2715","850","1066","627","28218","3403","26679","3095","24260","2880","2419","832","1539","960","29728","3403"
"0500000US47141","Putnam County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48257","Kaufman County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US09001","Fairfield County, Connecticut","472888","5808","393766","6719","355640","6802","38126","3357","79122","3700","338394","7748","296310","7575","263058","7379","33252","2915","42084","3161","42460","3656","38737","3543","34792","3302","3945","1232","3723","1085","44809","3200","13025","2070","12341","1941","684","539","31784","2735","12505","2026","12042","1949","12042","1949","0","207","463","302","4998","1338","3930","1348","3685","1330","245","191","1068","506","29722","2829"
"0500000US12089","Nassau County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26077","Kalamazoo County, Michigan","130576","3647","129552","3653","109010","4092","20542","2581","1024","438","107089","3793","106203","3757","87966","3984","18237","2164","886","407","9321","1703","9244","1715","6990","1374","2254","886","77","129","2556","879","2556","879","2556","879","0","172","0","172","4308","1053","4247","1040","4247","1040","0","172","61","101","1528","621","1528","621","1477","609","51","87","0","172","5774","1113"
"0500000US34009","Cape May County, New Jersey","42199","2354","39437","2489","29861","2347","9576","1552","2762","754","34679","2409","32566","2461","24149","2233","8417","1599","2113","630","2880","798","2573","796","2026","671","547","423","307","248","619","315","459","309","92","149","367","336","160","123","1796","799","1796","799","1660","766","136","256","0","210","1209","730","1027","701","918","669","109","180","182","173","1016","425"
"0500000US35045","San Juan County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37081","Guilford County, North Carolina","248656","5119","246468","5113","207770","5204","38698","3599","2188","793","207304","5363","206086","5353","171478","5392","34608","3472","1218","502","20478","2718","20100","2659","16474","2746","3626","922","378","394","1127","590","867","502","867","502","0","210","260","335","4311","1521","4055","1530","3889","1525","166","168","256","358","2527","914","2451","920","2153","875","298","252","76","125","12909","2301"
"0500000US39095","Lucas County, Ohio","193397","4947","184338","4878","155113","5132","29225","2800","9059","1325","160662","5264","153065","5081","128325","4881","24740","2417","7597","1320","18531","2646","17248","2550","13890","2154","3358","1160","1283","529","3731","1282","3624","1270","3076","1175","548","363","107","173","3271","996","3199","1002","2998","957","201","238","72","90","3008","843","3008","843","2630","891","378","278","0","195","4194","1005"
"0500000US48491","Williamson County, Texas","285558","5768","284342","5855","152469","6050","131873","5621","1216","562","227019","6339","226181","6316","110546","4989","115635","5725","838","477","27777","3346","27777","3346","13912","2285","13865","2740","0","228","1866","803","1866","803","186","219","1680","775","0","228","1590","657","1499","616","1499","616","0","228","91","154","3891","1142","3604","1145","2911","1129","693","473","287","249","23415","2605"
"0500000US05045","Faulkner County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06019","Fresno County, California","401700","7033","400084","7028","363168","7053","36916","3306","1616","575","317323","6884","316419","6841","288672","6813","27747","2985","904","422","49840","3865","49703","3854","41838","3441","7865","1769","137","175","4246","1039","4025","979","3674","986","351","270","221","280","7312","1483","7285","1485","7022","1538","263","267","27","44","6951","1470","6624","1457","5934","1429","690","405","327","239","16028","2086"
"0500000US08041","El Paso County, Colorado","359417","5976","355306","5984","334819","6271","20487","2090","4111","1002","276956","6228","274885","6260","257694","6465","17191","1852","2071","768","35540","4466","34660","4351","31767","4329","2893","973","880","486","2189","1102","1990","1087","1686","1065","304","259","199","200","14567","1770","14262","1709","14262","1709","0","204","305","264","5375","1260","4719","1198","4620","1207","99","118","656","486","24790","3302"
"0500000US12019","Clay County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US23005","Cumberland County, Maine","164242","2934","161215","3119","147232","3187","13983","1688","3027","851","123678","3793","121750","3826","108960","3688","12790","1691","1928","684","12266","1765","12097","1760","11068","1651","1029","571","169","160","2175","1105","2078","1100","2063","1100","15","18","97","113","10388","1795","10318","1788","10218","1771","100","117","70","81","3081","796","2318","700","2269","682","49","81","763","372","12654","1964"
"0500000US35031","McKinley County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36011","Cayuga County, New York","33806","2082","33757","2091","21548","1816","12209","1159","49","55","27552","2126","27518","2130","16524","1729","10994","1154","34","44","2424","645","2424","645","1431","561","993","298","0","201","190","161","190","161","57","57","133","149","0","201","1791","824","1791","824","1791","824","0","201","0","201","482","328","467","326","378","320","89","86","15","25","1367","453"
"0500000US36047","Kings County, New York","1209919","8050","1184491","8324","583717","10315","600774","10706","25428","2561","227579","7425","218358","7169","139604","5827","78754","4055","9221","1240","48092","4219","44951","4071","30609","3416","14342","1852","3141","998","733874","10267","723184","10493","234993","7569","488191","9293","10690","1581","104196","5336","103027","5375","96616","5237","6411","1231","1169","466","39999","3300","38792","3227","25716","2824","13076","1749","1207","492","56179","3648"
"0500000US37089","Henderson County, North Carolina","54151","2254","53172","2323","36791","2293","16381","2425","979","528","44207","2354","43726","2369","28805","2365","14921","2348","481","335","5091","1287","4994","1277","3563","1239","1431","683","97","166","83","146","83","146","83","146","0","210","0","210","733","556","733","556","733","556","0","210","0","210","1005","481","604","335","575","332","29","48","401","381","3032","949"
"0500000US42007","Beaver County, Pennsylvania","77189","2324","74956","2362","41917","2108","33039","2298","2233","828","64050","2472","62048","2405","32652","1982","29396","2223","2002","820","5715","1404","5683","1401","2924","808","2759","1009","32","53","1061","468","1061","468","633","421","428","202","0","177","2211","705","2211","705","2211","705","0","177","0","177","1273","508","1074","487","618","377","456","336","199","160","2879","642"
"0500000US42037","Columbia County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45031","Darlington County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48181","Grayson County, Texas","60689","2575","58980","2633","45004","2955","13976","2095","1709","805","49476","2903","48113","2975","36460","2960","11653","1957","1363","701","6963","1746","6617","1695","4620","1496","1997","843","346","359","0","228","0","228","0","228","0","228","0","228","1208","784","1208","784","1062","675","146","213","0","228","727","383","727","383","547","308","180","198","0","228","2315","776"
"0500000US51019","Bedford County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53021","Franklin County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55109","St. Croix County, Wisconsin","49279","1581","30083","1982","26863","1868","3220","772","19196","1683","42303","1705","24744","1956","21857","1861","2887","767","17559","1555","2969","796","1535","600","1261","498","274","169","1434","492","72","74","0","151","0","151","0","151","72","74","813","421","763","418","750","417","13","22","50","78","560","346","479","339","433","316","46","76","81","85","2562","651"
"0500000US01003","Baldwin County, Alabama","99896","4294","93854","4170","74741","3862","19113","2547","6042","1534","84991","4333","80277","4117","61779","3822","18498","2563","4714","1242","6086","1705","5429","1665","4814","1501","615","378","657","450","0","201","0","201","0","201","0","201","0","201","665","611","510","398","510","398","0","201","155","274","2422","1582","1906","1436","1906","1436","0","201","516","693","5732","1552"
"0500000US12015","Charlotte County, Florida","61584","3792","60815","3829","43269","3546","17546","2420","769","449","48586","3880","47953","3868","32243","3303","15710","2183","633","411","3968","1600","3968","1600","2306","930","1662","1095","0","229","387","383","387","383","303","357","84","136","0","229","652","466","652","466","652","466","0","229","0","229","866","429","730","391","640","379","90","109","136","154","7125","1918"
"0500000US12057","Hillsborough County, Florida","694066","9629","688095","9480","604388","10285","83707","5379","5971","1418","546692","10458","543478","10211","470267","10215","73211","4651","3214","1029","62885","5835","62604","5818","53439","5192","9165","1932","281","230","9839","2050","8374","1911","8214","1872","160","163","1465","785","11332","2531","11219","2512","11010","2499","209","210","113","136","12234","2015","11336","2034","10374","2035","962","474","898","426","51084","3805"
"0500000US18043","Floyd County, Indiana","39267","1559","26476","1682","14772","1526","11704","1531","12791","1379","33647","1552","21756","1670","10822","1287","10934","1566","11891","1245","2731","746","2017","616","1426","504","591","352","714","391","363","265","202","195","137","174","65","99","161","157","447","265","447","265","382","241","65","112","0","198","137","151","112","143","63","123","49","63","25","43","1942","571"
"0500000US22071","Orleans Parish, Louisiana","172925","4429","170912","4457","132051","4487","38861","2854","2013","720","117655","4048","116716","4080","83097","3883","33619","2829","939","470","14124","1970","14001","1972","10445","1787","3556","1085","123","105","11871","1999","11705","1974","10965","1945","740","515","166","229","9493","1319","9375","1335","9030","1353","345","255","118","123","10119","1560","9452","1417","8851","1394","601","305","667","389","9663","1535"
"0500000US24043","Washington County, Maryland","67521","2637","56857","2749","43682","2758","13175","1967","10664","1350","55001","2990","46054","3133","34293","2999","11761","1860","8947","1286","6023","1389","4763","1389","3945","1205","818","531","1260","733","1265","688","1006","618","635","497","371","375","259","280","1071","438","957","409","957","409","0","206","114","153","682","373","598","380","373","295","225","247","84","101","3479","905"
"0500000US26125","Oakland County, Michigan","637258","6982","632443","6957","446179","7669","186264","4780","4815","1029","540746","6896","537117","6908","366296","7037","170821","4848","3629","955","45415","3568","45040","3530","32428","3324","12612","1710","375","221","2162","749","2162","749","1218","579","944","451","0","172","7692","1735","7407","1730","7057","1687","350","253","285","191","6357","1308","5831","1301","4294","1064","1537","727","526","385","34886","2763"
"0500000US34001","Atlantic County, New Jersey","126384","3798","122653","3790","97564","4110","25089","2487","3731","844","98947","3588","96337","3559","75827","3742","20510","2297","2610","734","11801","1766","11345","1743","8338","1524","3007","1010","456","402","5999","1393","5493","1348","4648","1234","845","557","506","277","4268","1521","4173","1533","4158","1533","15","25","95","84","1389","728","1325","726","613","425","712","571","64","77","3980","1030"
"0500000US34023","Middlesex County, New Jersey","404921","6241","352623","6983","209378","6504","143245","5365","52298","3921","286700","6717","273452","7041","152196","6262","121256","4959","13248","1864","41199","3685","37100","3572","22878","2658","14222","1975","4099","1181","45941","3727","11573","2007","5416","1562","6157","1156","34368","2929","6220","1440","5922","1412","5683","1366","239","248","298","240","7218","1461","6933","1447","5562","1240","1371","665","285","202","17643","2461"
"0500000US34037","Sussex County, New Jersey","75563","2650","70204","2544","33954","2578","36250","2726","5359","1159","63224","2683","59708","2434","25891","2275","33817","2551","3516","882","5053","1254","4671","1235","2416","834","2255","922","382","281","1251","572","345","232","258","225","87","117","906","472","606","331","454","276","363","287","91","111","152","186","613","362","210","175","210","175","0","210","403","324","4816","1022"
"0500000US35013","Doña Ana County, New Mexico","87707","3729","71477","3834","69591","4079","1886","1120","16230","2680","72236","3967","57268","4012","56003","4050","1265","734","14968","2562","8168","1577","7316","1490","6695","1433","621","631","852","477","698","594","631","589","631","589","0","201","67","102","2526","1147","2407","1164","2407","1164","0","201","119","142","604","428","380","351","380","351","0","201","224","252","3475","1145"
"0500000US42071","Lancaster County, Pennsylvania","266153","4958","262388","4952","223708","5897","38680","3415","3765","1207","198416","6165","195755","6312","161812","5847","33943","3194","2661","993","34445","4162","33496","4120","29855","3852","3641","1306","949","596","2472","905","2472","905","1905","872","567","322","0","177","10063","1897","9953","1917","9622","1897","331","259","110","181","5200","1318","5155","1329","4957","1315","198","201","45","52","15557","2435"
"0500000US42129","Westmoreland County, Pennsylvania","168761","3182","167260","3178","110731","4084","56529","3387","1501","552","140828","3624","139911","3621","90468","3808","49443","2905","917","381","12888","1847","12648","1826","7815","1427","4833","1389","240","211","2076","734","2008","723","213","201","1795","672","68","114","3537","872","3537","872","3455","836","82","138","0","177","1660","639","1384","521","1008","415","376","333","276","257","7772","1326"
"0500000US51087","Henrico County, Virginia","172180","3967","170196","3842","95486","5050","74710","4277","1984","880","144135","4474","142879","4408","76214","4923","66665","3943","1256","737","12347","2477","12347","2477","6075","1199","6272","1826","0","206","1518","830","1328","797","387","430","941","804","190","217","1024","683","1004","684","776","621","228","290","20","34","1561","687","1043","502","439","319","604","390","518","477","11595","1896"
"0500000US01049","DeKalb County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18057","Hamilton County, Indiana","175074","3574","173268","3603","95533","4726","77735","4725","1806","614","145584","4742","144191","4804","72745","4916","71446","4284","1393","612","11620","2322","11474","2307","5754","1372","5720","1787","146","232","61","103","61","103","61","103","0","198","0","198","1744","780","1744","780","1744","780","0","198","0","198","1837","866","1570","794","1001","594","569","521","267","204","14228","2215"
"0500000US19153","Polk County, Iowa","258256","4309","257144","4314","227391","5231","29753","3510","1112","521","213788","5047","212993","4998","187174","5264","25819","3106","795","456","20849","2878","20711","2856","17364","2606","3347","1666","138","164","3723","1129","3723","1129","3268","995","455","400","0","163","3423","1025","3336","1010","3336","1010","0","163","87","148","2328","668","2236","666","2104","654","132","217","92","141","14145","2549"
"0500000US24001","Allegany County, Maryland","28668","2017","25619","2084","24113","2119","1506","520","3049","802","24142","1995","21400","1960","20106","1985","1294","520","2742","788","2712","873","2484","834","2288","828","196","120","228","204","361","231","282","215","282","215","0","206","79","102","800","371","800","371","784","371","16","26","0","206","138","120","138","120","138","120","0","206","0","206","515","290"
"0500000US26021","Berrien County, Michigan","72785","1941","62430","2489","57601","2252","4829","1370","10355","1521","59138","2346","50463","2565","46396","2474","4067","922","8675","1181","8071","1648","6777","1620","6034","1486","743","919","1294","791","545","408","394","393","375","377","19","34","151","107","1892","712","1892","712","1892","712","0","172","0","172","897","386","662","324","662","324","0","172","235","213","2242","819"
